G1,G2,Study Time,Chocolates from Gabor,Attendance (%),Sleep Hours,Internet Usage,Final Grade (G3)
5,5,13,2,60,6.025852244067064,3.1324987362093055,9.0
18,17,2,0,64,6.421278993895551,4.077103899104177,13.0
9,9,8,4,81,7.695976832582922,1.4078746280568297,9.0
19,19,5,3,77,5.250259368877806,1.4389411852907998,12.0
7,7,1,0,71,5.842027758661372,1.8591473017882922,7.0
16,16,3,4,90,8.236094561166706,3.590387490201724,13.0
5,6,10,0,66,5.587687694335083,2.069973393491568,6.0
8,9,8,0,75,6.370580586090086,2.4164220174628865,8.0
19,22,4,1,93,8.45863568743256,3.0015641808649702,14.0
17,15,14,4,56,5.61970124457377,5.059330620051899,16.0
9,6,7,3,91,5.33094734247276,1.0693106795643006,11.0
11,11,10,1,75,6.938151980320043,4.246894101183112,10.0
5,8,12,0,74,6.209678045114146,4.344382655203427,8.0
7,5,14,0,59,7.2536334579354165,4.9932789017831825,7.0
6,3,14,0,94,8.2152195619339,5.663764695301566,5.0
13,15,2,4,68,5.548593952610973,1.1006892447464491,13.0
14,13,7,4,60,7.32279633821714,1.7689185275660808,9.0
19,20,5,1,62,7.022035041559455,5.4308564702799655,15.0
10,12,5,3,57,5.576315144052798,3.292592810935077,7.0
14,11,6,1,89,7.49599394211593,3.8229531946673174,10.0
7,9,13,2,53,6.094561671443087,4.315136018615737,7.0
12,11,9,0,96,6.9513372741760495,4.395333022478187,10.0
18,21,14,0,80,5.329089297108247,5.6587020165825415,14.0
12,9,6,0,77,6.838336228854493,5.984747087058349,4.0
6,8,12,1,60,6.225853872171282,4.600787304654701,8.0
19,20,13,1,92,8.289524844741418,2.436106046025754,14.0
10,11,14,0,50,5.227914907989473,5.398762011471718,10.0
11,9,8,1,98,6.67442909967332,1.246104572703808,9.0
6,8,7,4,96,6.833725696525752,2.155404264372481,9.0
19,19,9,4,87,7.9000243051964745,5.486928587318574,13.0
15,17,4,1,73,7.297150300360844,2.2809575721967748,10.0
14,17,2,0,96,7.668849348776725,2.1032552981087425,9.0
6,3,7,1,80,8.108197142607025,1.6906264657012362,7.0
14,11,6,1,90,8.448811894632755,5.295558788234582,13.0
5,8,1,1,95,6.2555019868898825,3.5002912959554333,4.0
12,14,11,2,99,7.152090821455612,4.374466015270774,13.0
5,8,9,4,75,8.3604323137568,2.1953319203751485,4.0
13,12,9,3,98,8.957804523860226,4.790202105056082,9.0
15,18,12,3,99,8.558077244175053,4.800027724810493,12.0
10,11,2,2,54,6.485869050497508,2.5629901245415008,5.0
11,14,3,1,69,5.780666068874602,3.0534131650514142,6.0
17,14,5,2,90,6.9575701496263544,2.048451387151004,12.0
14,15,5,2,60,7.966565807344169,5.882805116614522,10.0
11,8,1,0,82,6.97027628301319,4.228012885292058,7.0
14,12,8,4,99,6.932723453254674,5.672719403577577,13.0
7,7,12,3,87,8.352921684327203,2.516927718145666,9.0
6,3,8,1,76,6.445615116268746,4.909454564984449,6.0
13,14,4,3,83,8.439178699246582,4.82929321942371,10.0
12,10,13,3,64,6.627219203806894,4.458278259332708,8.0
17,14,7,4,81,6.312932422713358,5.828194876334003,14.0
16,15,11,3,70,6.815959644798796,2.9677766805315775,12.0
14,17,10,3,95,8.049787834699474,1.6535866179487866,12.0
11,11,3,2,54,5.504008111455978,4.358544296220304,8.0
13,10,6,4,55,5.785676863488069,4.646549002386031,8.0
8,6,14,0,87,8.805779302652368,3.8753028672940735,7.0
17,16,10,1,71,5.7019665095254295,2.0340894656669812,13.0
8,10,13,3,67,7.270909271724218,3.522279708346777,10.0
5,3,10,1,63,7.3172578666477515,2.560948682845647,4.0
12,15,12,0,59,6.958497848200979,3.137332640833445,10.0
18,16,14,1,95,7.578980994307274,4.226092879223319,16.0
18,17,9,0,62,5.919306903190474,4.726073713454173,13.0
16,14,1,2,80,7.210649071106992,2.1611234545067157,15.0
7,6,5,3,79,6.488693020987588,3.026626803234767,9.0
11,8,4,0,52,7.646669038516756,2.345807854958146,9.0
19,18,8,1,79,5.564894173492598,1.9931580693093456,10.0
16,15,11,3,55,7.2835096673579045,4.916936099979192,14.0
6,6,12,2,78,5.741081421533295,5.546263472184962,7.0
6,5,1,3,57,6.114572252460146,2.8511609284228836,4.0
11,10,9,0,93,5.874839201294333,4.756394621868834,8.0
19,21,6,2,94,5.731351119475269,5.484976446822055,16.0
10,7,4,1,92,8.302843806242668,5.230621052651157,8.0
7,10,12,2,93,6.142830270643561,1.9140669426961296,8.0
13,13,9,2,82,8.708495127457798,5.781459407566807,12.0
14,16,11,4,66,8.879706101380764,2.8833822021473123,12.0
19,20,5,2,97,7.285041879748389,2.6962033058691817,14.0
18,15,5,2,60,5.572004490662906,1.3121566363889017,11.0
17,14,12,3,62,6.498192973518325,3.430868270524415,12.0
10,11,5,1,99,8.190929053392857,1.5450680782046435,10.0
14,17,1,3,60,6.469562914788282,2.24269910463713,9.0
14,13,1,3,80,5.3480688732111545,2.584713108836407,14.0
10,12,8,0,77,7.227139643712752,5.0441316174584205,5.0
5,3,12,3,93,8.380483405984139,5.377443251979482,6.0
8,8,8,4,55,8.18370554857401,2.512331587307348,10.0
14,12,12,4,90,5.700492560521413,5.2934906062228695,13.0
10,11,6,0,65,7.691058457649866,5.286154686848955,7.0
19,16,12,1,53,5.882017053742588,4.823254751924368,12.0
10,13,11,1,84,5.872830138208689,1.7334755700759077,11.0
15,12,13,3,97,8.49628709322074,4.451614234503645,12.0
16,16,4,3,75,5.99867581096092,5.725120322902844,14.0
9,6,2,3,61,6.052989386072045,4.412702393835785,8.0
5,2,14,1,60,5.002613563045198,2.65808424553917,7.0
12,12,2,2,86,8.482676136502072,3.502896587154156,7.0
9,11,9,4,74,8.17037925283654,4.228625216755268,10.0
16,18,5,2,67,7.509315740362712,3.5528520436425177,12.0
16,16,4,2,68,8.001063055755369,1.599764708654849,10.0
16,19,10,1,72,5.608194269697967,2.5603202232601032,14.0
9,10,13,2,87,6.833294378350302,5.011980152768163,8.0
11,8,1,0,67,6.404877549395124,5.307090230477587,7.0
8,11,7,3,75,5.375106105028066,1.6865001635778512,7.0
10,7,3,0,55,6.944521940859696,5.761933761993623,9.0
17,18,6,4,53,8.682958601370542,2.6441130892430467,12.0
8,10,5,3,93,5.160236476202778,4.3115686936536,9.0
18,21,5,2,100,6.165843653975175,4.759125729783406,15.0
19,18,11,4,78,5.830163744822814,5.059731173189417,14.0
7,6,5,3,83,5.952586614662785,5.728748511129651,8.0
11,10,1,2,66,8.633738207517501,2.564597740144113,6.0
12,14,1,0,92,6.872276216937161,5.292532272757772,11.0
8,10,3,3,92,6.865197651759275,1.658434517181035,8.0
17,18,14,2,65,8.042302569821128,4.5252045317679634,13.0
6,3,12,0,51,5.617968816019703,4.7098886475699295,4.0
16,17,10,4,83,6.949061416400204,4.388616206006603,15.0
14,15,4,4,57,6.719940856484239,2.261573680675765,10.0
18,20,5,4,62,7.3876427621866245,5.365215735076017,12.0
7,6,2,4,91,8.998230813001754,1.8442923168519751,7.0
5,3,8,1,57,8.077795576328189,1.2681739576041542,3.0
12,9,11,3,79,6.591462812069709,4.587324953059561,14.0
19,21,11,3,81,8.310212209096187,3.3773785761636685,15.0
7,6,14,1,85,5.682833453249921,5.24549009979338,9.0
16,19,2,2,96,5.12185474523584,2.9169857052912946,12.0
14,12,9,2,79,5.817793489857092,1.841392942538564,9.0
11,9,2,4,50,6.361646224457038,5.182210962349348,8.0
14,16,13,0,92,7.04232302983824,3.7445481582003586,13.0
9,9,9,2,88,7.460516562164799,1.9459789619517744,9.0
14,11,7,0,66,8.642422868857686,4.6019199929322285,11.0
9,7,8,3,69,7.03941603820183,3.5555681924475024,10.0
18,20,11,0,73,7.0051025785029175,4.021564911201599,15.0
11,13,2,3,99,5.200972039291928,3.3044916910329096,8.0
19,18,7,1,71,5.139646210624895,5.143544919090032,10.0
13,16,12,1,78,7.204639847665488,5.147813578415249,10.0
16,16,6,4,71,6.752714452993378,4.546944109121931,13.0
9,6,4,2,93,8.356721579921194,1.5270068869823112,8.0
5,6,7,4,58,5.642718338847381,5.194269309520344,2.0
14,17,14,3,86,5.099886648468198,4.355064902664549,13.0
14,17,13,4,59,6.796155071720504,4.485120830021497,14.0
5,4,4,0,85,5.94991422700903,2.814914202019358,4.0
19,17,2,3,86,5.19845749335535,5.396397780785033,15.0
6,4,10,1,77,7.898393147390516,4.626858001174288,7.0
18,17,12,2,77,5.44637199982899,1.5629523326459722,17.0
10,12,7,3,91,7.433278000031087,3.0388901720308135,10.0
13,11,8,3,92,6.124199000667557,5.431901809800708,12.0
12,12,2,0,70,5.693984201420088,1.2359835084868949,11.0
17,14,5,2,73,6.519006091677269,5.8070830982102475,13.0
9,12,1,1,91,8.205783104891815,4.395812841597814,5.0
5,8,7,3,89,6.56837430761829,4.156879888216883,7.0
17,17,8,3,51,8.003078596844222,2.352796282439957,13.0
11,9,13,0,57,5.501945187196602,2.243958943695885,10.0
19,22,6,4,97,8.091085678660317,5.710291097442977,17.0
9,10,5,1,76,5.947733299626595,2.4913622711706136,6.0
10,7,6,2,71,7.709572519555492,4.8775264835949965,7.0
17,14,2,3,86,7.263126219363985,2.9656089910353955,7.0
11,14,1,3,76,8.71657886884675,1.69627035392352,13.0
7,6,7,1,78,6.549290071901256,1.0535764884767946,6.0
16,19,7,4,52,5.264660755337761,3.721286685076254,14.0
14,13,10,3,93,5.076621942205012,5.878894092744663,11.0
7,10,11,1,62,8.307434243891013,2.8456809690460223,11.0
9,10,10,0,94,7.098942550645729,2.785961669965224,3.0
10,12,14,4,59,8.100976207339798,2.7204580892472103,12.0
13,10,2,2,85,5.937702400046058,3.602719186524292,8.0
17,20,2,3,58,6.3803349820529345,3.203324417121468,12.0
18,19,1,1,76,5.120415488845276,5.399573133635072,15.0
16,15,10,0,83,8.845969298296449,3.5276039586174512,10.0
9,8,8,2,100,7.671471626803253,3.538789190942844,10.0
19,16,8,1,50,8.732820351037224,1.691857973602783,13.0
5,5,1,1,81,6.06198562971629,5.91369770455193,6.0
18,21,12,2,74,7.445854444902643,2.2498644543441486,14.0
18,16,11,0,78,7.713999873170551,1.3668203372980132,11.0
18,17,8,0,56,6.270198801030354,4.315731244876044,14.0
8,10,9,4,98,8.39243694006252,3.976831850784363,11.0
9,11,14,3,52,8.788645851600991,3.0757282699637285,8.0
16,15,4,2,69,8.539420470784018,3.1109611694033905,10.0
14,14,1,2,69,7.956267903757491,4.925319605232156,10.0
14,14,1,2,79,6.109858718899816,1.9785632004982454,12.0
9,10,3,0,84,6.126464168422527,5.101266594724448,5.0
11,13,14,3,84,8.853441281784152,4.24373556947509,6.0
8,9,5,4,98,5.041137983742768,3.094848868897622,10.0
5,7,5,1,88,7.864199892968578,3.290143082919343,3.0
18,21,9,1,76,7.824984650221049,2.283236035930479,10.0
18,21,10,2,75,7.49075816379919,4.760571663484874,9.0
9,7,14,3,63,8.960435384347463,3.564373711526339,11.0
11,14,12,0,66,6.247517743054901,2.604272713749218,10.0
14,12,2,3,67,6.359887455172993,3.980250578804751,9.0
14,17,2,3,94,5.315757611786222,5.978672260256615,14.0
10,7,6,0,78,6.77119254617495,3.176311398282769,8.0
9,12,9,2,69,6.044194104939392,5.603457003893098,12.0
8,9,1,3,76,6.373546808710577,2.7250841996228305,4.0
6,5,9,1,67,8.33828716102251,1.2736635346249294,6.0
8,9,9,0,53,8.741938054109983,2.0212105318421445,4.0
19,18,13,4,50,5.742932288020743,3.0934757166384212,15.0
14,14,9,2,99,6.490035726213863,2.098174642972845,11.0
14,15,5,0,50,8.714522248461577,1.0011351910912776,11.0
7,7,13,4,75,5.2472338427568905,5.575007688737636,9.0
14,12,9,4,94,5.369442112445514,5.219397056154645,13.0
5,3,11,3,69,5.6511639568249175,4.711461157434735,8.0
12,9,4,3,72,7.380851336507499,1.8390729782301432,13.0
9,12,2,3,59,5.601889084023989,1.6018178810499304,8.0
17,18,13,0,60,8.872305525802934,1.3380237473619156,12.0
8,8,6,0,90,6.786858109034082,4.620145943864606,7.0
12,11,14,2,90,7.006071841400665,5.644039803439426,9.0
11,9,4,3,54,5.986634463221626,3.152679104565185,11.0
6,9,6,4,50,6.8838410097389335,1.5957033599802408,8.0
5,3,3,1,66,7.647654530548046,3.5619641036605327,3.0
16,15,6,2,71,8.004708547816172,2.7441595372931507,11.0
15,18,2,0,83,8.015472330839652,2.8741246217499885,12.0
8,11,2,2,94,7.311564450776354,4.106653120778536,7.0
12,12,13,2,90,8.617439099975428,4.593590566311011,10.0
16,16,9,2,78,8.269631389224438,1.5530179943658042,16.0
6,7,7,2,53,8.028192458794502,1.177951154032382,5.0
7,8,3,1,54,5.222422086721842,5.971651513428574,5.0
16,18,13,3,60,5.027511848878597,2.163641744577759,15.0
5,7,11,4,100,5.849789108781891,1.2691526245422953,6.0
5,2,1,2,70,7.654094375653809,1.9493766454796,5.0
17,15,8,2,84,6.644789955530183,1.194789231742321,11.0
7,8,14,2,61,6.609625037197247,2.9590544730858586,10.0
15,15,6,3,75,8.538347552918456,5.012008922256621,10.0
9,8,7,0,100,8.582251392527354,2.706222248788603,9.0
16,16,9,0,68,8.636701056214342,3.2209170343918325,14.0
7,5,5,1,94,6.255512306060109,4.377933867837194,7.0
5,7,1,0,56,7.764223250957047,3.544470350349401,5.0
5,5,12,2,96,6.086532725097479,5.307228430106621,6.0
12,9,10,2,56,5.762439332297799,5.330178375228782,8.0
14,12,7,2,75,5.738529829389477,1.0495534774557682,14.0
15,17,5,1,89,6.368430483454376,4.890231532415996,9.0
16,15,3,2,54,6.719830479119286,3.3036680012083695,9.0
17,19,12,0,70,8.323796684220273,5.944202706518316,14.0
17,20,13,3,63,5.479564373890849,3.4161603793771755,13.0
16,13,9,3,53,7.939703389579577,5.934479726941488,9.0
19,17,1,4,72,7.125819656757221,4.772846806028683,10.0
18,17,1,0,91,6.15178137070397,2.2430244230665317,10.0
6,3,1,2,69,6.971278338131299,3.6919748964347883,4.0
17,19,3,3,64,6.19976827910809,5.960678197392914,13.0
7,4,12,0,99,7.384327820953224,5.287653038759618,8.0
6,4,6,3,94,6.735375691420977,1.4868344689561055,8.0
7,8,10,2,78,5.657622116315515,4.53185998404998,7.0
11,8,11,3,57,5.466332298222786,2.7278979293540653,9.0
5,8,3,4,90,7.18678272828852,1.0349113094017406,9.0
14,11,8,4,97,8.609652133144413,3.017404845134998,14.0
12,14,14,3,68,6.375830746230742,2.1737721086248563,13.0
17,19,14,0,97,7.932000428890493,5.094346352602358,13.0
14,13,10,0,88,7.634645419759067,2.6866530442288274,9.0
14,16,2,0,95,8.726219657237923,5.137618469769086,7.0
14,14,14,3,77,8.283924069196564,1.0029896941739764,15.0
18,16,9,0,95,7.2664210356218515,2.5390957501305955,13.0
6,4,3,2,76,7.628121992936429,2.2058260715388096,7.0
7,8,5,4,53,8.59354586633614,2.167836805343055,8.0
13,14,10,2,64,6.598075138347739,1.3409330988273136,14.0
11,9,8,0,84,6.3071788234311095,1.9356213520525087,7.0
8,11,2,2,86,5.043244334540786,3.777747849428099,9.0
14,15,6,0,50,8.306204296765857,2.4568053641887224,10.0
9,8,12,3,52,8.203922801613459,3.0869739116457398,8.0
6,8,5,2,96,5.417818072400605,2.8843344017359427,8.0
17,15,13,3,73,7.307429524530801,5.379524624999473,14.0
15,16,10,3,76,6.85592679266755,5.526494995052578,13.0
17,15,9,1,89,5.474836382036446,3.4647848582793004,12.0
12,12,12,0,85,8.922272908242894,2.650779751578022,10.0
8,5,5,4,83,5.858783549853422,1.5340035200118183,12.0
13,15,2,0,78,5.268936720362245,5.767014396910475,11.0
9,7,5,4,73,7.379389518007638,1.3011347245014873,10.0
17,14,12,0,73,7.95546670853213,2.488251387841402,12.0
13,14,4,3,91,5.129773784188748,2.4903310058500208,13.0
8,5,11,2,53,7.634870554908089,2.6020064307010746,9.0
14,16,7,2,52,7.129167503805817,1.8214342163620465,12.0
9,7,6,1,83,5.413060035500194,4.915807154618486,6.0
13,13,14,4,98,5.690095507785449,1.6124893098299462,13.0
12,15,2,4,72,7.2718971892643225,4.174533295765814,4.0
7,8,12,4,72,6.1854304540531535,1.6192301335290873,10.0
5,3,11,3,94,8.753262914605264,1.352678187964783,6.0
7,9,11,4,54,8.274960917936204,5.547147518429383,12.0
8,9,13,2,80,8.934268826054652,1.9506438315935284,10.0
6,5,5,3,90,6.0386833558016555,5.106250772798521,4.0
5,2,7,0,55,8.878894531191907,3.723154355535679,4.0
11,14,11,4,86,6.7249354791662315,1.389282598043848,10.0
12,14,7,4,59,6.3900751812550185,5.777240957190338,12.0
11,10,5,0,89,5.201398107877413,2.2348058349594626,8.0
18,16,12,4,56,5.21106103143841,5.2982267267630325,16.0
9,9,9,0,88,7.768045023786619,1.8440500289228208,6.0
16,17,4,3,87,6.831715977736112,5.269714410709264,12.0
5,2,11,2,70,5.906086504144422,1.06614406452647,3.0
11,12,3,0,69,7.455881225300931,3.5589022828474035,9.0
17,20,4,1,52,6.011432473000445,4.847212897107784,13.0
11,9,5,0,100,7.310527017377691,5.6739775874639164,8.0
13,14,13,4,71,6.436834987930761,5.546010681032435,12.0
7,4,6,3,96,8.294208906447276,5.098124347738224,7.0
13,11,3,3,53,8.282784643067117,5.440956748306521,12.0
18,19,2,0,77,6.909401592489605,1.9960984291853825,11.0
5,5,14,2,61,6.403276437340063,2.4209214785586437,8.0
5,7,13,1,87,6.450239186236378,2.4448426246052923,5.0
18,16,4,3,100,8.222858102672872,2.885269655008494,11.0
8,10,5,4,85,6.312717931190448,2.9666033519259436,9.0
13,11,4,4,96,5.836237494827384,3.7227766232733774,12.0
10,10,14,2,90,5.338753367501227,1.7993988168322068,10.0
17,19,11,3,54,6.866772483537634,4.456233318929947,14.0
15,14,13,0,62,6.9285283956793675,1.8378326965225324,11.0
7,4,12,4,72,8.363634841611628,2.5515424105227376,7.0
5,4,3,2,99,5.884954785784256,3.51672565303077,6.0
8,9,8,3,79,6.523965094673599,4.982202807617386,5.0
16,16,10,3,86,8.233622955574763,4.697346166193636,16.0
17,16,4,3,74,8.294494442995894,4.227671782052611,11.0
13,11,14,3,97,6.538444303915073,1.778866302900851,14.0
7,8,2,3,76,6.836496093146724,3.7352267280778886,4.0
16,17,2,4,100,6.213143563397132,1.4372325089994273,14.0
13,12,1,2,63,8.730219513677248,2.886815883983254,10.0
11,10,13,3,97,5.474575062966322,3.0675826514497957,12.0
16,16,4,1,96,8.73499769200588,1.1990571972287691,10.0
18,15,10,1,85,7.735465807341373,2.3699404973498592,13.0
19,18,9,2,88,7.126288610746925,5.778247336332447,11.0
8,11,14,0,65,5.1306362431379835,5.7681630391484475,8.0
7,6,11,0,71,6.902384767288034,2.7616352712626964,9.0
14,16,7,0,70,6.630992420010929,1.2155005447416203,12.0
19,17,12,1,70,5.64487524790049,1.8954746966409077,14.0
9,12,10,0,57,7.625638414002628,2.9610889671677008,7.0
9,12,7,4,98,8.884603629473144,5.738898489846149,11.0
7,9,13,3,65,7.248755244258101,1.7059953176859246,10.0
16,18,7,1,80,7.859013105775784,4.817579218341061,7.0
13,14,8,2,91,5.273801810264067,1.5434126968734603,13.0
8,5,1,2,59,6.670667983267979,5.906287886956385,5.0
15,13,10,3,81,5.4654339406579835,2.908082495545675,14.0
9,9,13,1,83,7.451183342146042,4.87617269449528,6.0
8,11,10,0,58,8.753928632856619,2.712955414055659,2.0
9,9,8,0,66,7.647110929886554,4.138344385794044,8.0
11,10,4,4,60,5.307212193257686,1.9600804237001836,10.0
13,12,4,4,81,6.418664819940331,1.7301050964848126,7.0
11,11,4,0,59,7.202653517763406,5.690320697840656,5.0
17,16,6,2,71,6.612831024533008,5.588236389522168,17.0
9,6,7,2,66,8.33457604190069,5.437344701064411,6.0
14,16,6,4,53,8.258684018839958,4.127167250832967,13.0
14,13,1,3,97,7.447324080412885,5.041341056081391,9.0
11,12,12,0,96,6.4938317805308206,1.3451846845568745,6.0
18,17,8,4,74,6.021345495052977,2.6739452094533958,14.0
19,17,13,4,70,5.423497272852517,2.568515623785781,15.0
14,11,10,0,86,6.419590733946216,4.178226609763066,9.0
9,7,11,0,87,6.6526900688308785,2.7797888673532025,7.0
7,5,13,2,98,7.703291700416294,1.742533908218404,9.0
11,12,7,3,50,7.632639297190294,3.9823353770677183,9.0
17,14,6,3,74,5.280432558565028,5.071919603345408,9.0
15,12,6,0,100,6.5810372617246315,2.910617472299866,11.0
15,12,5,1,85,5.727115468869448,1.6613435754924084,6.0
6,3,6,4,66,5.627250821267223,1.9834409865641152,2.0
19,16,12,4,90,8.309208598948985,2.18741652584692,17.0
16,17,9,0,73,5.16766086686503,2.499487964972681,13.0
13,12,10,1,51,6.676731503608485,4.213975352531546,10.0
14,12,9,2,89,5.672814623066072,4.004727422688595,8.0
14,11,10,0,64,8.517320862713897,4.480399307835196,8.0
16,19,8,0,81,7.2281620531001405,2.812509922657566,12.0
5,4,10,4,88,5.925522545507392,5.119988259399891,4.0
17,16,9,0,55,7.009709148665506,2.0204383057788013,10.0
10,8,13,0,50,7.925945438812463,3.3452037375907695,9.0
11,12,10,0,96,8.832472035677736,5.004693607707152,12.0
18,18,8,4,72,5.881784016981676,1.9007932386630961,14.0
17,17,8,2,88,8.54472708851738,1.5493155687039146,15.0
12,11,1,2,66,8.73721645666996,5.418419838439949,4.0
14,16,10,0,83,8.665682178128264,2.7146483137959794,13.0
13,15,11,4,90,7.541657427447639,4.41935062454516,11.0
6,4,5,2,78,7.519282617738831,1.1267430213196925,7.0
15,15,4,2,58,6.612842532735291,4.450234442047249,10.0
14,13,2,2,62,8.009591529215152,2.5805065577348527,12.0
6,7,8,4,55,7.125176073403727,1.2787042679372087,6.0
9,9,3,4,55,7.709752284913177,4.049063807740585,9.0
17,16,4,0,69,6.713831615395182,2.204019080365866,10.0
9,8,12,3,52,7.925985856172556,2.9340362102594,9.0
10,7,7,2,66,8.297886070418196,1.4029040614325679,8.0
7,8,10,3,98,5.5857450264112645,1.7358162554747265,7.0
12,9,9,4,61,8.331718862296912,2.4898861774792187,10.0
17,15,2,4,97,7.161186127161229,1.4487975028007858,12.0
5,2,3,4,96,8.378663636360898,5.554131323431577,6.0
10,13,4,3,94,6.725206825364058,1.030235215919892,10.0
8,5,10,4,50,6.51616194153214,3.419301094321557,10.0
5,8,1,0,66,8.66024293006889,1.6162372906627573,7.0
19,19,7,4,52,6.004677070193605,2.5383954473897425,12.0
11,13,2,1,75,8.376849301144572,5.630297799091327,10.0
13,12,5,3,64,6.936082290037616,1.8084727663699343,8.0
17,20,1,1,85,7.056381770205039,5.829161598591663,13.0
8,9,3,4,81,6.2338731259579365,2.028971884947109,10.0
8,5,12,0,81,7.292168802476063,4.707830542334148,3.0
10,13,2,2,53,6.300844785104845,3.733386324486559,8.0
16,17,1,4,67,5.157077656966609,5.422393637983796,10.0
19,21,7,0,98,6.087994421377424,3.7699662775156546,12.0
7,9,5,3,68,5.025516173626363,3.6727960957815435,10.0
17,14,1,1,92,8.913419148227426,1.9772900018419994,9.0
16,14,6,1,84,8.86298883927899,1.8311468102582937,10.0
10,7,5,1,89,6.58062118988922,5.582445755577571,7.0
11,11,3,3,63,7.913483417358584,2.6391909942501703,10.0
15,18,12,0,82,6.3832243936417,2.8604112748144797,12.0
14,13,7,3,63,7.684372628343905,4.799118292141942,13.0
14,12,11,1,83,8.221720172183916,2.6941174121140365,12.0
7,4,10,4,53,8.787024978768963,5.760312233195013,3.0
11,12,9,2,73,6.600849103398688,4.689638844994001,9.0
18,16,14,3,78,8.133191931824191,3.9871462128671,13.0
7,10,13,3,68,6.063713802528476,5.404475802723763,10.0
17,15,13,0,55,8.961329215174594,1.2480295417474139,7.0
17,20,9,0,82,5.103078395057405,2.2853134609460435,18.0
6,3,14,3,98,7.414115226004483,3.32518167110455,9.0
16,19,9,1,89,7.6380239266053085,2.1348926973576052,14.0
18,16,2,2,68,7.752182228296515,4.71952593651076,14.0
14,15,3,0,50,5.4815503151563565,5.596040155268626,13.0
8,10,7,1,54,8.754119133892521,3.1188505996546168,9.0
16,14,5,4,76,5.724733116200332,2.7106630005594745,14.0
12,15,2,0,65,7.491013612959364,5.8077536606878315,8.0
17,19,3,1,55,5.890704316492339,3.2242621641377043,11.0
19,22,10,1,89,6.228865668085083,3.445242002246416,14.0
13,14,6,2,62,7.185834166912498,2.758249361709527,9.0
11,14,13,2,97,6.668773674258306,5.547742365060692,10.0
5,2,7,4,84,5.640902403906026,3.844777416409254,3.0
7,6,9,1,68,5.683745609683394,4.810872935908224,6.0
17,15,1,1,61,6.672579152651199,5.059033591754432,6.0
16,15,11,2,65,8.029131913102002,2.7092452095862907,13.0
18,21,7,0,92,8.591858587391155,3.1684716566019,13.0
13,14,8,0,59,5.336510649037532,5.242358872031323,9.0
19,17,12,3,74,6.572415630237604,2.8162767583790513,14.0
16,19,14,2,69,5.400982254891506,4.969675667259256,20.0
5,7,3,3,80,5.0663699225303915,5.704961612872186,8.0
13,13,4,2,53,7.646874730575826,4.116051865340035,7.0
12,15,10,4,93,7.409797767866351,4.708136437259444,13.0
5,4,6,1,72,5.652076455259545,5.025486560205675,3.0
10,8,10,4,51,5.935251332372257,5.225198244483213,7.0
9,8,7,2,71,5.094831014578073,2.9752666892839796,5.0
10,8,13,1,100,8.339788822777615,1.2563172958799909,10.0
14,17,14,0,86,8.898762384194207,3.0093813561836975,11.0
16,13,4,0,57,5.541838147178764,4.368781148920449,11.0
17,19,8,3,56,5.925900855061192,3.251751928903964,16.0
17,20,5,2,63,8.473638095787736,4.744815754301992,16.0
17,16,1,2,52,8.705855191824739,2.784912147343319,9.0
19,19,4,0,99,6.678509531227242,4.1737207055201475,13.0
9,9,3,4,65,5.202489889076297,1.9320990242698728,10.0
10,11,9,1,68,5.157567334771278,4.7468471832247845,7.0
9,7,8,4,100,7.295799464276042,3.728479844065129,7.0
15,14,1,4,67,6.5715804355727165,2.020321942733003,14.0
16,17,11,0,65,5.114609710310618,2.459555867489036,12.0
9,8,6,0,57,7.333009569250227,4.743043542909161,7.0
8,6,9,0,82,5.04521014635609,3.4130061783076036,5.0
7,10,7,3,98,8.149487832597092,2.080157201965361,7.0
7,10,4,4,61,6.225731290813487,5.8363559518514885,6.0
8,8,13,2,60,5.161032012036928,4.57562509908444,8.0
13,16,1,1,54,7.353408883932613,5.785674162698981,7.0
6,9,12,3,76,6.590737657732219,3.135525226801716,9.0
19,16,2,2,61,8.895201653428598,3.3755017034586023,8.0
13,13,12,4,66,7.176794650014809,5.489776080925096,10.0
5,6,5,0,55,6.100956724148033,3.6252467012269234,6.0
18,20,12,4,82,7.837755458535899,4.536394559528336,17.0
19,16,11,1,54,6.085968010170845,2.2608643874776497,12.0
19,20,5,3,77,8.61697316563026,3.233632343513203,12.0
5,3,8,3,63,6.498887882029505,1.6172493290517755,4.0
9,6,6,1,54,7.199474251104821,2.0299001793848084,6.0
10,11,8,2,82,5.202292415296915,1.0047170763381554,11.0
10,8,2,2,99,6.704484951808923,1.1963252582433013,10.0
7,7,3,3,97,8.32945415864398,5.886419115884647,6.0
11,13,6,3,90,8.222595221453368,2.2117684756838116,8.0
13,11,12,0,68,5.8972742354141054,4.31655354752001,10.0
15,18,13,2,71,5.904316284042251,5.195498493998057,11.0
16,15,10,1,54,8.269221248852947,3.753302296182821,11.0
14,12,3,2,51,8.721593680677302,1.765722500419781,12.0
12,10,6,0,79,5.381443685092014,4.640582186680832,9.0
10,12,6,3,96,6.800234557704901,4.001257050497915,10.0
16,15,2,3,88,6.349817115856916,4.656252946736876,8.0
12,15,7,0,53,8.482753821829757,4.8487331142854355,10.0
16,17,12,1,82,5.334099658720075,5.877051838423726,14.0
9,10,2,3,62,5.84450377023215,3.8678164001335498,7.0
12,10,6,4,69,8.009873350345977,2.708205563453009,13.0
