G1,G2,Study Time,Chocolates from Gabor,Attendance (%),Sleep Hours,Internet Usage,Final Grade (G3)
18,20,14,1,64,8.637560768033584,3.4596555005286453,12.0
9,9,4,0,93,8.12085225372041,2.5122373914468996,5.0
19,16,6,1,85,5.028116815254476,3.4570908876427837,8.0
7,8,7,2,64,5.229121004310493,3.6122207270273226,8.0
16,19,9,1,92,5.900894809073959,3.813558495111696,10.0
5,6,1,1,97,5.525397632579627,3.206118568276633,1.0
8,10,6,4,72,6.595344118814918,4.0287765156952835,11.0
19,18,7,3,55,8.690492232351158,5.593673553031887,15.0
17,18,3,3,95,6.888241736787993,2.811340435492956,12.0
9,12,8,2,99,5.053610505728662,4.628582316099745,9.0
11,12,5,2,93,6.130982758315048,5.472262784121161,4.0
5,6,9,3,92,5.178379633491846,3.2798963787996844,9.0
7,8,5,4,94,5.145150490454009,3.217279181909521,7.0
6,4,9,3,70,6.102879412382209,4.010584926773898,7.0
13,11,10,4,72,6.102449354715782,3.9570337971124405,6.0
14,13,4,2,92,8.148506410406416,5.032946711631385,12.0
19,16,9,0,65,8.899338611124447,3.3824169188914635,11.0
10,11,5,2,96,6.484828375559993,5.980614748197206,5.0
14,16,10,2,64,6.715547515444154,1.2973578443364038,12.0
7,4,9,1,74,8.379157745144086,1.0158392429035086,5.0
12,14,3,1,85,6.0725560803820535,4.200991557798119,11.0
18,15,4,1,60,5.625527217613792,2.4921745618093833,10.0
12,11,9,1,100,8.412358493614601,2.201911943497419,13.0
6,7,10,4,64,5.1860023457602615,2.5594954000214023,9.0
19,20,11,3,53,7.478797760797663,2.2802378255247717,17.0
10,10,6,0,70,7.247971389867227,1.1539502483022392,8.0
11,13,2,2,62,6.3836817900067775,5.857665211952943,11.0
6,3,7,4,71,6.260758084389436,2.1037274422639087,4.0
19,16,2,0,68,8.087430904726485,4.670148812946532,11.0
15,13,11,4,83,5.3456984430501855,4.812981973470876,11.0
14,14,2,4,63,5.947137237245542,5.646286990036146,13.0
6,9,11,2,53,7.92979492735236,1.1527472854668999,11.0
14,17,1,3,97,7.193282334905697,5.360241692235038,11.0
5,3,11,1,95,5.511952834134346,3.636130904199001,3.0
12,10,11,3,76,8.52854245712824,4.162720549829139,11.0
5,3,12,2,78,6.573791386254366,4.222351385605169,3.0
13,15,11,2,96,8.311473501288692,5.098989024923638,15.0
15,17,3,2,77,8.150852062110834,2.6670366107955523,11.0
10,9,6,0,84,7.497701785886912,4.665255949299967,7.0
11,10,8,3,57,6.977924525180372,3.6428905486109855,8.0
17,15,9,3,65,8.918203361527027,4.966970071526738,11.0
14,14,7,4,91,5.579860289519268,5.952730163850667,13.0
11,8,4,4,85,7.90062291020446,2.003255087018806,9.0
14,16,6,4,79,5.7647628058591565,5.97324320779999,12.0
7,7,5,2,67,6.3530524213293935,1.44906077141387,5.0
